Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1409802436828613,0.12783889517076,0.0864410773287177,0.0453148853507921,0.12783889517076,0.045314885350792096,graph_lift,983,67.977,7.3065959450589375,,47,test,False,,,,2
M1,N7,E10b,T12a,categorical,1.9271541833877563,0.5353535353535354,0.7407407407407407,0.5684806108474731,0.5353535353535354,,,,0.3867650924728257,0.3867650924728257,0.4054984743716674,0.0,0.3867650924728257,-0.03151107455786977,graph_lift,988,64.281,7.309495416164802,3.253379173093666,47,test,False,,,,3
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.175601840019226,0.0914624325956058,0.1609685123769358,0.0,0.0914624325956058,-0.0828408478187599,graph_lift,988,64.281,7.309495416164802,,47,test,False,,,,3
M1,N7,E10b,T12a,categorical,1.9528274536132812,0.5637583892617449,0.7114093959731543,0.5851704478263855,0.5637583892617449,,,,0.3699841566779467,0.3699841566779467,0.3922292327892606,0.0,0.3699841566779467,-0.03660109585955223,graph_lift,991,64.207,7.302092825266745,3.2737854132985538,47,test,False,,,,4
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1979648917913437,0.0,0.1107958657736661,0.0,0.0,-0.12460115906913297,graph_lift,991,64.207,7.302092825266745,,47,test,False,,,,4
M1,N7,E10b,T12a,categorical,1.9543579816818235,0.5387205387205387,0.7138047138047138,0.5880542993545532,0.5387205387205387,,,,0.3920987410627009,0.3920987410627009,0.4478718597840908,0.0,0.3920987410627009,-0.10101480917016813,graph_lift,989,64.546,7.322863100377273,3.2861798848086297,47,test,False,,,,5
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1644261479377746,0.0,0.0,0.0,0.0,0.0,graph_lift,989,64.546,7.322863100377273,,47,test,False,,,,5
M1,N7,E10b,T12a,categorical,1.984780550003052,0.5484949832775919,0.6956521739130435,0.586035966873169,0.5484949832775919,,,,0.3766895218489696,0.3766895218489696,0.4218570342061023,0.0,0.3766895218489696,-0.07812516112707407,graph_lift,994,65.691,7.3177304971238755,3.2644918555047315,47,test,False,,,,6
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1826447695493698,0.0,0.1418811227846354,0.0,0.0,-0.1653397058983788,graph_lift,994,65.691,7.3177304971238755,,47,test,False,,,,6
M1,N7,E10b,T12a,categorical,1.776597023010254,0.5819397993311036,0.7625418060200669,0.6117423176765442,0.5819397993311036,,,,0.4351144612071846,0.4351144612071846,0.4867859553163116,0.0,0.4351144612071846,-0.10068215132532841,graph_lift,994,60.124,7.333537299979956,3.2574911900866543,47,test,False,,,,7
