Task_Idx,Node_Idx,Edge_Idx,Text_Idx,task_type,KL,Top1,Top3,Cosine,Accuracy,F1,MAE,MSE,R2,Primary_Metric,Primary_Value,Performance_Band,S_GNN_step1,S_MLP_step1,Final_Score,raw_gnn_score,unclamped_score,scoring_formula,normalized_score,number_of_nodes,avg_text_length,text_vocab_entropy,label_balance_entropy,output_dimension,run_split,degenerate,nan_reason,Predicted_Value,True_Value,sample_idx,wall_time_seconds
M1,N7,E10b,T12a,categorical,2.0228259563446045,0.5335570469798657,0.7013422818791947,0.5733991861343384,0.5335570469798657,,,,0.38938359602946104,final_score,0.0,,0.38938359602946104,0.4394457686279145,0.0,0.38938359602946104,-0.08930834841066988,graph_lift,0.0,992,71.25,7.297198933833822,3.2709443219832544,47,train,False,,,,35,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.13168513774871826,final_score,0.10886092083618583,,0.13008014916894248,0.023811354286771228,0.10886092083618583,0.13008014916894248,0.10886092083618583,graph_lift,10.886092083618584,992,71.25,7.297198933833822,,47,train,False,,,,35,386.703
M1,N7,E10b,T12a,categorical,1.8058369159698486,0.6006711409395973,0.7416107382550335,0.633376955986023,0.6006711409395973,,,,0.4309069200548846,final_score,0.0,,0.4309069200548846,0.46025312702230337,0.0,0.4309069200548846,-0.05437031400574947,graph_lift,0.0,992,76.221,7.275339889910919,3.236192083645458,47,train,False,,,,36,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.14551323652267456,final_score,0.0,,0.16438703251369874,0.19783079425019284,0.0,0.16438703251369874,-0.04169165494857585,graph_lift,0.0,992,76.221,7.275339889910919,,47,train,False,,,,36,386.703
M1,N7,E10b,T12a,categorical,1.9216583967208862,0.5589225589225589,0.7239057239057239,0.6066443920135498,0.5589225589225589,,,,0.406039556956196,final_score,0.0,,0.406039556956196,0.44899872796471685,0.0,0.406039556956196,-0.07796564761064652,graph_lift,0.0,988,69.092,7.313204176519667,3.2693274343616547,47,train,False,,,,37,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.13825690746307373,final_score,0.04563843562804575,,0.1971224607816558,0.1587281286346633,0.04563843562804575,0.1971224607816558,0.04563843562804575,graph_lift,4.563843562804575,988,69.092,7.313204176519667,,47,train,False,,,,37,386.703
M1,N7,E10b,T12a,categorical,1.7728513479232788,0.6140939597315436,0.7315436241610739,0.6352003216743469,0.6140939597315436,,,,0.44913668449859456,final_score,0.0,,0.44913668449859456,0.4938107136795361,0.0,0.44913668449859456,-0.08825558025078156,graph_lift,0.0,991,73.517,7.316349792181683,3.2692536570828064,47,train,False,,,,38,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.13372831046581268,final_score,0.0,,0.12535452489302976,0.19588262359482614,0.0,0.12535452489302976,-0.08770871115494848,graph_lift,0.0,991,73.517,7.316349792181683,,47,train,False,,,,38,386.703
M1,N7,E10b,T12a,categorical,1.986209750175476,0.5454545454545454,0.696969696969697,0.5794710516929626,0.5454545454545454,,,,0.3688394367992577,final_score,0.0,,0.3688394367992577,0.4112277320622256,0.0,0.3688394367992577,-0.07199438148035844,graph_lift,0.0,989,70.384,7.289656830587071,3.2284724957150277,47,train,False,,,,39,386.703
M5,N7,E10b,T12a,global_categorical,,,,,,,,,0.1590590924024582,final_score,0.0,,0.0,0.0,0.0,0.0,0.0,graph_lift,0.0,989,70.384,7.289656830587071,,47,train,False,,,,39,386.703
